id,title,publisher,source_portal,country,uk_nation,domain,subdomain,research_roles,methods_supported,spatial_scale,temporal_resolution,coverage,formats,access_type,licence,authority_level,landing_url,link_type,verification_state,variables,notes,last_catalogue_review
inq-0052,Tree preservation zone,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Planning geography / constraint,Study boundary | Context | Policy / constraint,GIS | Planning analysis | Spatial overlay,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/tree-preservation-zone,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Geography. Revalidate direct slug during import.,2026-09-04
inq-0053,Ward,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Planning geography / constraint,Study boundary | Context | Policy / constraint,GIS | Planning analysis | Spatial overlay,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/ward,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Geography. Revalidate direct slug during import.,2026-09-04
inq-0054,Waste plan boundary,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Planning geography / constraint,Study boundary | Context | Policy / constraint,GIS | Planning analysis | Spatial overlay,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/waste-plan-boundary,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Geography. Revalidate direct slug during import.,2026-09-04
inq-0055,World heritage site,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Planning geography / constraint,Study boundary | Context | Policy / constraint,GIS | Planning analysis | Spatial overlay,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/world-heritage-site,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Geography. Revalidate direct slug during import.,2026-09-04
inq-0056,World heritage site buffer zone,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Planning geography / constraint,Study boundary | Context | Policy / constraint,GIS | Planning analysis | Spatial overlay,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/world-heritage-site-buffer-zone,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Geography. Revalidate direct slug during import.,2026-09-04
inq-0057,Ancient woodland status,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/ancient-woodland-status,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0058,Conservation area document type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/conservation-area-document-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0059,Contribution funding status,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/contribution-funding-status,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0060,Contribution purpose,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/contribution-purpose,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0061,Design code area type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/design-code-area-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0062,Design code characteristic,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/design-code-characteristic,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0063,Design code rule category,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/design-code-rule-category,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0064,Design code status,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/design-code-status,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0065,Developer agreement type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/developer-agreement-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0066,Development plan document type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/development-plan-document-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0067,Document type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/document-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0068,Flood risk level,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/flood-risk-level,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0069,Flood risk type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/flood-risk-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0070,Green belt core,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/green-belt-core,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0071,Infrastructure project decision,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/infrastructure-project-decision,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0072,Infrastructure project document type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/infrastructure-project-document-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0073,Infrastructure project event,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/infrastructure-project-event,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0074,Infrastructure project type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/infrastructure-project-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0075,Listed building grade,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/listed-building-grade,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0076,Local authority type,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/local-authority-type,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
inq-0077,Ownership status,"Ministry of Housing, Communities and Local Government",Planning Data,United Kingdom,England,Planning & Development,Controlled category,Lookup / identifiers | Classification,Data linking | Planning analysis,feature / administrative geography,varies,England,JSON | CSV | GeoJSON | Parquet | API,Open,Open Government Licence v3.0,Official,https://www.planning.data.gov.uk/dataset/ownership-status,direct_dataset,indexed_on_official_catalogue,,Planning Data typology: Category. Revalidate direct slug during import.,2026-09-04
